Quality	#1 ID	#2 ID	#1 String	#2 String
0	1320606	1320498	Michael Hill, a Sun reporter who is a member of the Washington-Baltimore Newspaper Guild's bargaining committee, estimated meetings to last late Sunday.	"We hope it's symbolic," said Michael Hill, a Sun reporter and member of the guild's bargaining committee.
1	1089463	1089519	Coca-Cola said it expected its write-down to cut a quarter of a penny per share from second-quarter earnings.	The write-down will cut a quarter of a penny per share from second-quarter earnings, according to Coca-Cola.
1	3256383	3256410	The Defense Department statement said legal access for Hamdi was not required by domestic or international law and "should not be treated as precedent."	The Pentagon statement said that allowing Hamdi access to a lawyer "is not required by domestic or international law and should not be treated as a precedent."
1	715320	715197	Clijsters was simply too complete and powerful for the Spanish veteran Conchita Martínez in her quarterfinal, winning, 6-2, 6-1.	Clijsters was simply too powerful for Spanish veteran Conchita Martinez, winning 6-2, 6-1.
1	833153	833193	City Councilman Cedric Wilson said those killed were Cpl. James Crump, Officer Arnold Strickland and dispatcher Ace Mealer.	Fayette City Councilman Cedric Wilson identified the dead as Cpl. James Crump, Officer Arnold Strickland and dispatcher Ace Mealer.
0	2836872	2837029	But, to the dismay of Reaganites, there is no mention of the Reagan-era economic boom.	But there is no mention of the economic recovery or the creation of wealth during his administration.
1	1408377	1408706	The interview came a day after a report in the British press that he had been taken into custody.	The interview Thursday came a day after Britain's Daily Mirror reported Sahhaf had been taken into custody.
1	3073750	3073779	Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.	Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination.
1	1611763	1611723	"I don't know whether that means two years or four years.	"Whether that means two years or four years, I don't know."
1	3265736	3265630	Walker said he expects that the president's budget will include a request for three percent to five percent budget increases for NASA for each of the next five years.	Walker said he expects that the president’s budget will include a request for 3 to 5 percent budget increases for NASA for each of the next five years.
1	1819056	1819124	Shares in BA were down 1.5 percent at 168 pence by 1420 GMT, off a low of 164p, in a slightly stronger overall London market.	Shares in BA were down three percent at 165-1/4 pence by 0933 GMT, off a low of 164 pence, in a stronger market.
0	278163	278382	Amnesty International has said that over the past 20 years it has collected information about 17,000 disappearances in Iraq but the actual figure may be much higher.	Amnesty International said that over the past 20 years it had collected information about 17,000 disappearances in Iraq.
1	1510296	1510225	Both have said they are willing to take the slim chance of success for the opportunity to lead separate lives.	Twenty-nine-year-old Iranian sisters Ladan and Laleh Bijani are willing to accept the slim chance of success just for an opportunity to lead separate lives.
1	345963	345901	She had been critically ill after May 7 surgery to replace a heart valve.	She had been critically ill since having surgery at Baptist Hospital on May 7 to replace a heart valve.
0	820900	820927	The BlueCore3-Multimedia includes a 16-bit stereo audio CODEC with dual ADC and DAC for stereo audio.	BlueCore3-Multimedia contains an open platform DSP co-processor and also includes a 16-bit stereo audio codec with dual ADC and DAC for stereo audio.
1	881153	881309	Braker said Wednesday that police, as part of protocol, were talking with other children Cruz had access to.	He told "Today" that authorities, as part of protocol, were talking with other children Cruz had had access to.
1	2224082	2223823	The state will consider the police memorial after planning a World Trade Center Memorial, said Micah Rasmussen, a spokesman for Gov. James E. McGreevey.	The state will consider the police memorial after planning is completed on another memorial to all the victims, said Micah Rasmussen, a spokesman for Gov. James E. McGreevey.
1	1630597	1630669	Stewart said the ring was most likely a work in progress, and that weak links such as being tied to a single server will be eliminated over time.	Mr. Stewart said the ring was most likely a work in progress, and that flaws, like being tied to a single server, would be eliminated over time.
1	2678860	2678895	It will also give Microsoft an opportunity to comment on remedies proposed by the Commission.	Among other things, Microsoft is to comment on proposed remedies in its response.
1	2482005	2481972	The State Court of Appeals did not explain the reason for keeping the lower court's unanimous opinion from July.	The State Court of Appeals did not explain its reasons for not disturbing the Appellate Division's unanimous opinion issued in July.
0	1438073	1438024	While the day's trading was lackluster, the Standard & Poor's 500 index was preparing to close out its best three-month period since the fourth quarter of 1998.	The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.
0	1703392	1703451	Powell recently changed the story, telling officers that Hoffa's body was buried at his former home, where the search was conducted Wednesday.	Powell changed the story earlier this year, telling officers that Hoffa's body was buried at his former home, where the aboveground pool now sits.
0	2526928	2526952	Another said its members would continue to call the more than 50 million phone numbers on the Federal Trade Commission's list.	Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.
1	2759792	2759807	Stock futures were mixed in early Thursday trading, but trading below fair value, pointing to a lower open for the major market indexes.	Stock futures were trading lower early on Thursday, below fair value, pointing to a lower open.
0	191346	191536	Worldwide, 7,183 SARS cases and 514 deaths have been reported in 30 countries.	Taiwan reported 22 new cases, for a total of 360 with 13 deaths.
1	1789073	1788780	SCO says the pricing terms for a license will not be announced for weeks.	Details on pricing will be announced within a few weeks, McBride said.
1	2216664	2216689	Further estimates show that it is the fourth most common cause of cancer in men and the eighth most common in women.	Bladder cancer is the fourth most common cancer in American men and the eighth in women.
0	3300416	3300721	The new bill would have Medicare cover 95 percent of drug costs over $5,100.	Above that, seniors would be responsible for 100 percent of drug costs until the out-of-pocket total reaches $3,600.
0	1479753	1479819	The technology-laced Nasdaq Composite Index <.IXIC> rose 17.33 points, or 1.07 percent, to 1,640.13.	The broader Standard & Poor's 500 Index <.SPX> gained 5.51 points, or 0.56 percent, to 981.73.
0	1183817	1183688	Both studies are published in the Journal of the American Medical Association.	The study appears in the latest issue of the Journal of the American Medical Association.
1	1730650	1730772	His Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach, parking lot.	His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va.
1	1462786	1463120	Spitzer was among a group of federal and state regulators who negotiated a $1.4 billion settlement with 10 brokerage houses to settle investigations of analyst conflicts of interest.	Spitzer was among a group of federal and state regulators who negotiated a $1.4 billion settlement with 10 brokerages over analyst conflict-of-interest allegations.
1	1921865	1921879	Crohn's disease causes inflammation of the intestine and symptoms include diarrhea, pain, weight loss and tiredness.	Symptoms include chronic diarrhoea, abdominal pain, weight loss and extreme tiredness.
0	2276459	2276361	He and his colleagues attributed some of the communication gap to doctors feeling pressed for time.	He attributed some of the communication gap to doctors feeling pressed for time; patients cited discomfort discussing financial issues.
0	1926146	1926126	The three men have pleaded not guilty and their lawyers have asked the High Court to dismiss the charges, saying the state has failed to present a solid case.	Defense lawyers asked the High Court to dismiss the charges, saying the state has failed to present a solid case.
0	1793425	1793488	A Florida grand jury investigating pharmaceutical wholesalers indicted 19 people on charges of peddling bogus or diluted medications often prescribed for cancer and AIDS patients, authorities said yesterday.	A Florida grand jury indicted 19 people for contaminating and diluting prescription drugs desperately needed by AIDS and cancer patients in a multimillion-dollar scheme, prosecutors said Monday.
1	2195721	2195937	The Bush administration's hope is that by increasing the efficiency of older power plants -- especially coal -- more power can be produced more cheaply.	The administration's hope is that by increasing the efficiency of older coal-fired plants - the most affected segment - more power can be produced more cheaply.
0	969671	969584	The Dow Jones industrial average .DJI was off 58.69 points, or 0.64 percent, at 9,137.86.	The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.
0	746177	746211	The tech-laced Nasdaq Composite Index .IXIC eased 5.16 points, or 0.32 percent, at 1,590.75, breaking a six-day string of gains.	The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.
1	2011656	2011796	His chief lawyer, Mahendradatta, said Bashir was mentally prepared for a heavy sentencing demand and felt the Marriott bombing would affect the decision.	A lawyer for Bashir, Mahendradatta, said earlier his client was mentally prepared for a heavy sentencing demand and had felt the Marriott bombing would affect the decision.
1	2384647	2384724	This comes at a time when Alba is expanding its aluminium output by 307,000 tonnes a year and is accelerating plans for another 307,000 tonnes-a-year increase.	That comes as Alba is lifting its aluminium output by 307,000 tonnes a year and accelerating plans for another 307,000 tonnes-a-year increase.
0	3447348	3447301	The new Mobile AMD Athlon 64 processors are numbered 3200+, 3000+ and 2800+.	The Mobile 3200+, 3000+ and 2800+ cost $293, $233 and $193 for a thousand units.
1	3334681	3334887	The main psychologist, Dwight Close, referred questions to an agency spokeswoman, who said she wouldn't comment on personnel issues.	The main psychologist in the Rodriguez case, Dwight Close, referred questions to an agency spokeswoman, who didn't immediately return a call.
0	969380	969673	The broader Standard & Poor's 500 Index <.SPX> gave up 11.91 points, or 1.19 percent, at 986.60.	The technology-laced Nasdaq Composite Index .IXIC declined 16.68 points, or 1.01 percent, at 1,636.94.
1	1571035	1571099	The survey also found that executives who feel that current economic conditions have improved rose to 35 per cent from 15 per cent last quarter.	The survey also found that more executives feel that current economic conditions have improved, at 35 per cent compared to 15 per cent in the first quarter.
1	607096	607222	Taiwan has attempted to gain observer status to the United Nations-affiliated WHO for seven years, but again was rebuffed March 19 at its annual conference in Geneva.	It has sought observer status for seven years, but was again rebuffed May 19 at the annual WHO conference in Geneva.
0	91457	91527	"This is where you're measured – not in the regular season but right now.	And it's not in the regular season, but right now," Babcock said.
0	1146450	1146484	"I would like the FCC to start all over," said Sen. Kay Bailey Hutchison, R-Texas, who supported reversing the rules.	"I would like the FCC to start all over again," said Sen. Kay Bailey Hutchison, R-Texas, who expressed concern about "potentially dangerous" newspaper-broadcast combinations.
1	2749203	2749190	Dave Tomlin, assistant general counsel of The A.P., said his organization was still deciding whether to appeal.	Dave Tomlin, AP's assistant general counsel, said the parties are deciding whether to appeal the order.
1	423227	423244	Weyerhaeuser is the one of the worlds largest producers of softwood lumber, with the capacity to produce 7.6 billion board feet a year.	Weyerhaeuser, one of the world's largest producers of softwood, can produce about 7.6 billion board feet a year.
1	2702505	2702695	If their circulatory systems are not properly separated, it could kill one or both of them, doctors have said.	But if their circulatory systems are not properly separated, it could kill them, doctors say.
0	2813342	2813365	"Our goals is not to go out and start suing companies," McBride said.	As we go down the licensing path, our goal is not to start suing companies," McBride said.
0	1116621	1116661	A key figure in former state Treasurer Paul Silvester's bribery scheme was accused Wednesday of changing his story about Silvester's alleged corrupt dealings with a Boston investment firm.	A key player in former state Treasurer Paul Silvester's corruption scheme testified on Tuesday about kickbacks and bribes Silvester traded for state business.
1	1050718	1050632	Gartner's report said global WLAN equipment shipments reached 19.5 million last year, a 120 percent increase over 2001's 8.9 million units.	Total shipments reached 19.5 million units last year, compared with 8.9 million units in 2001.
1	2924620	2925014	They were being held Sunday in the Camden County Jail on $100,000 bail each.	The Jacksons remained in Camden County jail on $100,000 bail.
0	2622075	2622719	"I am proud that I stood against Richard Nixon, not with him," Kerry said.	"I marched in the streets against Richard Nixon and the Vietnam War," she said.
1	209615	209601	Saddam's other son, Odai, surrendered Friday, but the Americans are keeping it quiet because he's a U.S. agent.	Hussein's other son, Uday, surrendered yesterday, but the Americans are keeping it quiet because he's a US agent.
0	2133905	2134140	The Space Infrared Telescope Facility's mission is to search for the beginnings of the universe.	NASA is scheduled to launch the Space Infrared Telescope Facility on Monday morning.
1	232432	232716	There are 625 U.N. troops in Bunia, while there are between 25,000 and 28,000 tribal fighters, from all sides, in the region.	There are 625 U.N. troops in Bunia, while there are between 25,000 and 28,000 tribal fighters in the region, with thousands of them deployed in and around Bunia.
1	2670301	2670231	The driver of the truck escaped and is now being sought by the police, Supoyo said.	But police say the driver of the truck has not been found and is wanted for questioning.
0	545926	545817	A soldier was killed Monday and another wounded when their convoy was ambushed in northern Iraq.	On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.
1	399715	399588	Total Information Awareness is now Terrorism Information Awareness.	The new name will be Terrorism Information Awareness.
0	214786	214456	David Brame fatally shot his wife and then himself on April 26 in a Gig Harbor shopping-mall parking lot.	David Brame shot his wife and then himself April 26 in a Gig Harbor parking lot as their two children sat in his car nearby.
1	731753	731593	"I just hope that this event doesn't tarnish his career or take away from what he's done."	"But I just hope that this event, whatever it was, doesn't tarnish his career or take away all that Sammy Sosa's done.
1	1705093	1704989	Robert B. Willumstad, 57, Citigroup's president, was named chief operating officer.	And Robert B. Willumstad, 57, who is currently president of Citigroup, was named chief operating officer.
1	451540	451590	The service is deploying Cisco's BTS 10200 Softswitch cable modem termination system and MGXR 8850 voice gateway products.	This solution includes the BTS 10200 soft switch, uBR7246VXR cable modem termination system and MGX 8850 voice gateway products.
1	3314564	3314185	Last year, there were shortages of shots for diphtheria-tetanus-whooping cough, measles-mumps-rubella, pneumococcal disease, tetanus and chicken pox nationally.	In the past two years scientists say there have been vaccine shortages for diphtheria-tetanus-whooping cough, measles-mumps-rubella, pneumococcal disease, tetanus and chicken pox.
1	804259	804115	County Judge Tim Harley declared a mistrial because the jury could not reach a verdict.	Judge Tim Harley declared a mistrial in the Adrian McPherson gambling trial today after the jury was unable to reach a verdict.
0	2195121	2195141	Mr. Pingeon is director of litigation for Massachusetts Correctional Legal Services, a prisoners' rights group.	Pingeon said an attorney for his organization, Massachusetts Correctional Legal Services, interviewed Assan Tuesday.
1	2939979	2939941	Heather, 35, who lost a leg in a road accident, is thought to have steel plates fitted in her hips, which would make natural childbirth impossible.	Former model Lady McCartney lost a leg in a road accident in 1993 and is understood to have steel plates fitted in her hips which would make natural childbirth difficult.
0	3014165	3014133	Republicans had pledged to complete a Medicare drug package by August, then extended the deadline to Oct. 17, and they are still working on it.	Republicans had pledged to complete a Medicare drug package by August, then extended it to Oct. 17.
1	379579	379458	Pacific Northwest has more than 800 employees, and Wells Fargo has 2,400 in Washington.	It has 800 employees, compared with Wells Fargo's 2,400.
1	481929	481981	However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.	The powerful CGT and other unions remained opposed to the plans, however, and demanded the government renegotiate the reform with them.
1	2787375	2787404	On health care, the NDP says there will be no privatization and no health-care premiums.	The New Democrats also renewed their commitment to no health-care privatization and no premiums.
0	1980126	1980211	As part of a restructuring Peregrine sold its Remedy help desk software unit last year to BMC Software Inc.	Peregrine sold its Remedy business unit to BMC Software in November for $355 million.
0	3299227	3299188	This is America, my friends, and it should not happen here," he said to loud applause.	"This is America, my friends, and it should not happen here."
0	1669277	1669222	Klarman was arrested by FBI agents in the Hamptons, an exclusive summer resort enclave east of New York City.	Klarman was arrested by FBI agents Monday morning at his home in New York.
1	3125018	3124927	Chi-Chi's has agreed to keep the restaurant closed until Jan. 2 _ two months after it voluntarily closed following initial reports of the disease.	Chi-Chi's has agreed to keep the restaurant closed until Jan. 2 -- two months after it voluntarily closed when the disease was first reported.
1	2025802	2025681	Four versions of Windows operating systems are targeted: Windows NT, Windows 2000, Windows XP and Windows Server 2003.	The new worm affects these Windows systems: 2000, XP, NT 4.0 and Server 2003.
1	2357216	2357196	It calls for the agency to plan an independent safety and engineering organization.	The agency has yet to fully formulate a strategy for the creation of an independent engineering technical authority.
1	3190817	3190834	No official ceremony was planned to mark the anniversary in Dallas.	In Dallas, no official ceremony marked the anniversary.
0	616279	616223	Caldera acquired the Unix server software of the original SCO and changed its name to the SCO Group.	SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.
1	1653584	1653844	The victims were last seen at church last Sunday; their bodies were discovered Tuesday.	The family was last seen July 6 and their bodies were found Tuesday.
0	2488322	2488374	Results of the 2001 Aboriginal Peoples Survey released yesterday by Statistics Canada suggest living standards have improved but still lag for those off reserves.	The 2001 Aboriginal Peoples Survey released Wednesday by Statistics Canada says living standards have improved but still lag for the Inuit and those who leave their often impoverished reserves.
1	1809432	1809422	Software developers use compilers to translate programming languages such as C++ into the language that can be read by a particular processor.	Software developers use compilers to translate a programming language, such as C++, into the machine language understood by the processor.
0	1296641	1296436	In Albany, for example, 24 percent of students passed; in South Colonie, 14 percent.	In Kingston, only about 15 percent of students who took the exam passed it.
0	460136	460201	Tennessee Titans quarterback Steve McNair apologized Thursday for his arrest hours earlier in Nashville on suspicion of drunken driving and illegal possession of a handgun.	Tennessee Titans quarterback Steve McNair was arrested Thursday and charged with drunken driving and possession of a handgun.
1	826466	826607	That second dossier, passed to journalists during Mr Blair's trip to Washington, said it drew on "a number of sources, including intelligence material".	That second dossier, passed to journalists on Mr Blair's trip to Washington to discuss war plans, said it drew upon "a number of sources, including intelligence material".
0	763636	763618	The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling.	The other, much less likely semifinal will match seventh-seeded Guillermo Coria of Argentina against the unseeded Dutchman Martin Verkerk.
1	2876861	2876951	Wal-Mart estimates more than 100 million Americans visit their stores every week.	Each week 138 million shoppers visit Wal-Mart's 4,750 stores.
1	3372291	3372332	For the 12-month period ending June 30, high-speed lines installed in homes and businesses increased by 45 percent.	For the full year period ending June 30, 2003, high-speed lines increased by 45 percent.
0	1687490	1687430	Sen. John Kerry, Massachusetts Democrat, came in second place for the quarter with $5.8 million.	As expected, Dean led the field in the second quarter with $7.6 million raised.
1	1369754	1369906	While some other parts of Africa have been used as staging grounds for the terror group, Malawi previously had not been a major focus of investigations into al-Qaida.	While some other parts of Africa have been used as Al Qaeda staging grounds, Malawi had previously not been a major focus of investigations into the group.
1	881734	882010	Police said yesterday they believe Mr. Cruz knew of the girl through one of her former schoolmates, though neither the girl nor her family knew him.	Police said on Monday they believed Cruz knew of the fourth-grade girl through one of her former schoolmates, although neither the girl nor her family knew him.
1	1413741	1413711	The Prime Minister, Junichiro Koizumi, joined the criticism.	Prime Minister Junichiro Koizumi said Mr Ota deserved to be criticised.
1	3159653	3159764	There is one drug on the market for macular degeneration, Visudyne, and it is approved for the treatment of only one subtype that represents a minority of cases.	There is only one drug on the market for macular degeneration, and it is approved to treat only one subtype that represents a minority of cases.
0	3411418	3411820	Speaking for the first time since being charged with child molestation, Jackson added, "Why not?	Michael Jackson spoke out for the first time Sunday night since the latest accusations of child molestation.
1	1784474	1784513	The bureau also failed to pursue other leads, including a local imam who dealt with several key 9-11 figures.	The FBI also failed to pursue other leads, including a San Diego imam who dealt with several 9/11 figures, it adds.
0	684307	684050	"I notice a mood change in their priorities," one politician said.	"I notice a mood change in their priorities," said one Iraqi politician after meeting with Mr. Bremer.
0	830829	830805	The Johnson-Lewis fight was to be the main event of a boxing doubleheader at the Staples Center in Los Angeles.	With Johnson's injury, the fight card at the Staples Center in Los Angeles is in question.
0	3434409	3434578	Scientists believed Stardust trapped thousands of particles of dust.	Stardust was designed to gather thousands of dust particles streaming from Wild 2.
1	770328	770414	The Herald reported on Tuesday that internet developer Bruce Simpson was building a missile from parts ordered over the internet and shipped through Customs.	A home handyman is building a missile in his garage with parts bought over the internet and shipped through Customs.
1	1134743	1134948	Papandreou said EU leaders would discuss the appointment of Trichet as ECB president on Thursday evening or Friday.	Papandreou said EU leaders would discuss the appointment of Bank of France governor Jean-Claude Trichet as president of the European Central Bank on Thursday or Friday.
1	2173497	2173632	Vivendi pointed out that in both possible combinations, it would maintain a substantial minority interest in a U.S. media corporation "with excellent growth potential."	It also added that both proposals would allow Vivendi Uni to maintain "a substantial minority interest in a U.S. media corporation with excellent growth potential."
1	1090499	1090289	Zilkha and other shareholders, including Coastal founder Oscar Wyatt Jr., had called for Wise's firing for months.	Zilkha and other shareholders, including Coastal Corp. founder and vocal El Paso critic Oscar Wyatt Jr., had called for Wise's termination for months.
1	2228840	2228717	The last time the survey was conducted, in 1995, those numbers matched.	In 1995, the last survey, those numbers were equal.
1	2132227	2132275	Cooper, the boy's mother, started coming to the church about three months ago after she met a parishioner at a doctor's office, Hemphill said.	The boy's mother, Patricia Cooper, started coming to the church about three months ago after she met one of its members at a doctor's office, Hemphill said.
1	390511	390658	To win final United States approval, the treaty would have to be signed by President Bush and ratified by Congress.	The treaty must be signed by the president and ratified by Congress to take effect.
1	2222267	2222353	The deal with the Carmel-based insurer is expected to close shortly, said Macklowe spokesman Howard J. Rubenstein.	Macklowe has signed a sale contract, which is expected to close shortly, said his spokesman, Howard Rubenstein.
1	3085916	3085789	Intelligence officials in Washington warned lawmakers a week ago to expect a terrorist attack in Saudi Arabia, it was reported today.	Intelligence officials told key senators a week ago to expect a terrorist attack in Saudi Arabia, Sen. Pat Roberts (R-Kan.) said yesterday.
1	1907709	1907769	Plofsky said the commission won't investigate because the three-year statute of limitations has expired.	The panel will not begin a formal investigation because the statute of limitations has expired, Plofsky said.
0	1675037	1675047	Yes, from today Flash memory purchased from AMD or Fujitsu will be branded Spansion.	Spansion Flash memory solutions are available worldwide from AMD and Fujitsu.
0	121931	122054	Her amendment would have changed the bill by keeping with current Texas law, which gives school districts the option to hold a moment of silence and recite the pledge.	The legislation would replace the current Texas law, which gives school districts the option of holding a period of silence and reciting the pledge.
0	3168654	3168714	Talabani told him the Governing Council would "need UN assistance and advice in implementing the new decisions which have been taken."	Talabani told him Iraqi leaders would "need U.N. assistance and advice in implementing the new decisions which have been taken" on organising an interim Iraqi government by June.
0	3052789	3052812	By state law, 911 calls are not public information and were not released.	By law, 911 calls are not public information in Rhode Island.
1	2536332	2536313	Under the Government Network Security Act of 2003, federal agencies would have six months to develop and implement P2P security plans.	If enacted, federal agencies would have six months to develop and implement these plans.
1	1707805	1707851	Sales as measured by volume, a key gauge of financial health in the beverage sector, grew 5 percent in the quarter.	Coke's unit case volume, a key measure of financial health in the beverage sector, grew 5 percent in the quarter.
1	2980398	2980147	Gainer said the two staff aides are "very sorry this all happened," and the security personnel had performed "well within standards."	The security personnel performed ``well within standards'' and the two staff aides were ``very sorry all this happened,'' Gainer said.
0	554867	554875	Two kids from Michigan are in today's third round.	Both will compete in today's third round, which is all oral examination.
1	1134101	1133958	He will leave Hollesley Bay open prison at Woodbridge, Suffolk, on Monday, July 21.	Lord Archer is likely to be released from Hollesley Bay open prison at Woodbridge, Suffolk, on July 21.
0	2472857	2472830	The helicopter burst into flames upon impact, according to the Mohave County Sheriff's Office.	The helicopter was owned by Las Vegas-based Sundance Helicopters Inc., according to the sheriff's office.
0	2546948	2547079	Pennsylvania, which has the most aggressive treatment program, is treating 548 of 8,030 inmates.	Texas, which has more than three times Michigan's inmate population, is treating 328 of its 16,298 infected inmates.
0	1398658	1398617	"In so many different ways, the artistry of black musicians has conveyed the experience of black Americans throughout our history," Bush said.	Surrounded by singers from Harlem, Bush said: ''The artistry of black musicians has conveyed the experience of black Americans throughout our history.
1	3353902	3353811	Retail industry experts predict the next five days will likely make or break Christmas 2003 for many retailers.	As the holiday shopping season peaks, industry experts predict the coming week could make or break Christmas 2003 for many retailers.
1	2332632	2333026	Police then called a bomb squad, but the device exploded, killing Wells, before bomb technicians arrived.	While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.
1	3254081	3254131	The Standard & Poor's 500 stock index pulled back by nearly 4 points to 1,066.62.	The broad Standard & Poor's 500 Index <.SPX> fell 0.70 points, or 0.07 percent, to 1,069.42.
1	1268485	1268448	The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.	The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.
1	2173289	2173179	The FBI informed Easynews that an individual had used the Easynews UseNet server   to upload the SoBig.F virus on Monday, August 18th, the company said in a statement.	"The FBI informed Easynews.com that an individual had used the Easynews.com UseNet server to upload the SoBig.F virus on Monday, August 18th.
0	496011	496262	"It's very difficult to do large syndicated loans in Japan," where there is a lack of expertise, says one banker.	"It is very difficult to do large syndicated loans in Japan," says one banker.
1	2724265	2724346	But Peterson added, "I don't know anybody in the conference committee who's fighting to keep it out completely."	But Peterson added, I dont know anybody in the conference committee whos fighting to keep it out completely.
1	781404	781423	Named in the complaint were former chief executive officers Paul A. Allaire and G. Richard Thoman and former CFO Barry D. Romeril.	The executives fined included former Chief Executives Paul A. Allaire and G. Richard Thoman as well as former Chief Financial Officer Barry Romeril.
1	2906103	2906321	Both were charged with four counts of aggravated assault and 14 counts of endangering the welfare of children.	The Jacksons each were charged with four counts of aggravated assault and 14 counts of child endangerment.
0	509471	509095	"The layoff is an excuse," countered Anaheim coach Mike Babcock.	"I didn't think our team engaged at all," lamented Anaheim coach Mike Babcock.
1	2550244	2550413	The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.	The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds.
0	2562645	2562631	In other markets, U.S. Treasuries started off on Monday weaker, as stocks rose early.	In other markets, U.S. Treasuries inched higher as declining stocks raised the appeal of safe-haven debt.
0	1729744	1729706	Analysts had been expecting a net loss of 54 cents a share, according to Thomson First Call.	Analysts had forecast second quarter sales of $614 million, according to the Thomson First Call Web site.
0	395559	395451	At 11:30 a.m., Edmund Hillary of New Zealand and Tenzing Norgay Sherpa of Nepal reached the summit.	Sherpa Tenzing Norgay, who reached the summit with Sir Edmund, died in 1986.
0	1989164	1989348	Both are being held in the Armstrong County Jail.	Tatar was being held without bail in Armstrong County Prison today.
1	612172	612073	The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research.	The U.S. Food and Drug Administration rejected ImClone's original application in December 2001, saying the trial had been sloppily conducted.
1	3287079	3287709	He claimed Red Hat and the Free Software Foundation with trying to undermine U.S. copyright and patent law.	In his letter, McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. copyright laws.
1	3351573	3351167	Beaumont said he doesn't expect a rapturous welcome for Jackson if he goes ahead with his visit to England.	Mark Beaumont, a staff writer at music magazine NME, said he doesn't expect a rapturous welcome for Jackson if he goes ahead with his visit to England.
1	2818485	2818521	According to a news release sent by the Terry Schindler-Schiavo Foundation, Florida Speaker Johnnie Byrd will introduce "Terri's Bill" during the special session Monday.	Florida's Speaker of the House Johnnie Byrd, is expected to introduce ''Terri's Bill'' during a one-day special session of the state legislature being held today in Tallahassee.
1	422580	422428	Its shares jumped to $54.50 in pre-open trading from $50.90 at Wednesday's close.	Shares jumped almost 7 percent in pre-open trading, rising to $18.26 from $17.05 at Tuesday's close.
0	1639902	1640247	GE stock were up 37 cents to $28.56 in morning New York Stock Exchange trade.	Investors reacted little, with GE shares edging 7 cents lower to end at $28.12 on the New York Stock Exchange.
0	1479563	1479819	The technology-laced Nasdaq Composite Index .IXIC rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data.	The broader Standard & Poor's 500 Index <.SPX> gained 5.51 points, or 0.56 percent, to 981.73.
1	3313504	3313769	Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.	The scientist also quarantined himself at home as soon as he developed SARS symptoms, officials said.
1	2321397	2321451	Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.	Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer.
1	172945	172742	The ruling ``is so wrong that we are extremely confident that it will not withstand our appeal to the Sixth Circuit,'' Taubman Centers said in a statement.	The statement concluded, "This ruling is so wrong that we are extremely confident that it will not withstand our appeal" to the 6th U.S. Circuit Court.
1	2472825	2472863	Authorities did not immediately release the identities of the victims pending family notification.	Neither authorities nor Granquist would release identities of the victims pending family notification.
0	969586	969512	The technology-laced Nasdaq Composite Index .IXIC fell 23.54 points, or 1.42 percent, to 1,630.08.	The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.
1	1953291	1953412	The cuts are expected to save Texas consumers more than $510 million, and most policyholders will see reductions, Black said.	The reductions are expected to save Texas consumers $510 million, and most policyholders will see reductions, said Robert Black, an Insurance Department spokesman.
1	2679022	2679221	In New Hampshire yesterday, Mr Bush reiterated Saddam's regime "possessed and used weapons of mass destruction, sponsored terrorist groups and inflicted terror on its own people".	"The regime of Saddam Hussein possessed and used weapons of mass destruction, sponsored terrorist groups and inflicted terror on its own people."
0	510887	510855	The final round of the bee will be broadcast on ESPN at 1 p.m. Thursday.	At least 80 will make it to Thursday's final rounds of competition, which will be broadcast on ESPN.
